,Location,Newspaper,Date,Text,URL,Language,Nationality_1,Name_1,Name,Nickname,Nationality,Profession,Body,Height_1,Height_2,Age_1,Age,Instrument,Man,Woman,Women,Men,Men_final,Women_final,Height,Reward,Reward_converted,Reward_amount
2544,Jamaïque,The Saint Jago Gazette,1810-08-18,"Rule’s Pen, Clarendon,
Aug. 22, 1810.
RANAWAY, from this property, about five months ago, a negro
man named DIEGO, a Mundingo, marked on one shoulder
DV; he is very artful and cunning, and a great musician; he has
lost two toes off one of his feet; he has been several times in
Mile Gully, about Milk River, and Seven Plantations estate. A
reward of One Doubloon will be given to any person that will
bring said negro to the subscriber; and if harboured, a further
reward of Twenty Pounds will be paid to any person that will
give such information as will bring the offender to justice.
JOHN REID.",https://www.marronnage.info/fr/document.php?id=22010,en,['Mundingo'],['named DIEGO'],['diego'],[],['mundingo'],[],[],[],[],[],[],[],['man'],[],[],[],[1],[],[],"['one doubloon', 'twenty pounds']","[191, 2440]","[1, 20]"
2545,Jamaïque,The Saint Jago Gazette,1810-08-18,"August 14, 1810.
ONE DOUBLOON REWARD.
RANAWAY, about four weeks back, a negro woman named
JOAN, a creole, of a black complexion, aged about thirty-five,
and five feet six inches high, marked on one or both shoulders
IP, heart on top; she has a large scar from a whip on one of
her shoulders; had on when she absconded, a blue pennistones
coat and a white shift.
W. PIGHT.",https://www.marronnage.info/fr/document.php?id=22011,en,['creole'],[],[],[],['creole'],[],[],['five  six'],"[5, 6]",[],[],[],[],['woman'],[],[],[],[1],[66],['one doubloon'],[191],[1]
2546,Jamaïque,The Saint Jago Gazette,1810-08-18,"Winchester, St. Catherine,
Aug. 24, 1810.
ABSCONDED, from the subscriber, six weeks ago, two negro
women – one named CUBA, alias MARY WILLIAMS, who
is well known about the three towns; she is about five feet
eight inches high, marked IF, B on top, on her left shoulder.
Also, SALLY, belonging to the estate of Mr. Mansfield Brodbelt,
a girl, about eighteen years old, of a yellow complexion.
A Pistole reward for each will be paid on their being lodged in
anhy workhouse; and a further reward of Four Doubloons to
whoever will prove to conviction by whom the above Cuba,
alias Mary Williams, is harboured, by
J. S. BRODBELT.",https://www.marronnage.info/fr/document.php?id=22012,en,[],"['named CUBA', 'alias MARY', 'alias Mary']",['cuba'],"['mary', 'mary']",[],[],[],[],[],['eighteen '],[18],[],[],['girl'],['women'],[],[],"[1, 2]",[],['four doubloons'],[764],[4]
2547,Jamaïque,The Saint Jago Gazette,1810-08-25,"Spanish-Town, August 29, 1810.
RANAWAY, from the subscriber, about four months ago, a
sambo girl named NANCY, well known about this town; she
is about five feet six inches high, with a pleasing countenance,
and extremely artful. The subscriber has been informed she
has a false ticket, as she was taken up at Port-Royal some time ago, and produced a ticket there. Whoever will lodge her in
any workhouse, or deliver her to the subscriber, shall receive
a pistole reward.
PHILLIS SAUNDERS.",https://www.marronnage.info/fr/document.php?id=22013,en,['sambo'],['named NANCY'],['nancy'],[],['sambo'],[],[],['five  six'],"[5, 6]",[],[],[],[],['girl'],[],[],[],[1],[66],[],[],[]
2548,Jamaïque,The Saint Jago Gazette,1810-08-25,"St. George’s Workhouse,
Aug. 22, 1810.
ABSCONDED, from this workhouse, on the 28th inst. the following
Negroes, in chains, viz. HECTOR, to Mount St. Bernard;
PETER and BUTLER, to Friendship Hall, Portland; also
CROMWELL, the driver, who went in pursuit of them, and
is supposed to be afraid to return. The latter is a Congo, stout
made, about 5 feet 3 inches high, and well known in most parts
of the island. A pistole reward will be paid for each, on securing
them in any gal or workhouse in this island.
GEO. PERRY, sup.",https://www.marronnage.info/fr/document.php?id=22014,en,[],[],[],[],[],[],[],['5  3'],"[5, 3]",[],[],[],[],[],[],[],[],[],[63],[],[],[]
2549,Jamaïque,The Saint Jago Gazette,1810-09-08,"Spanish-Town, Sept. 14, 1810.
RANAWAY, from the subscriber, a fortnight ago, a negro
wench named MILLY; she is an Eboe, five feet high, coal
black, has three marks of her country on her forehead. Whoever
will apprehend the said wench, and lodge her in any gaol
or workhouse, or bring her to the subscriber, shall receive a
pistole reward. A further reward of Twenty Pounds will be paid
to any person proving to conviction by whom harboured. She
is marked on both shoulders PTS, but on one the mark is not
very legible.
EDWARD SAA.",https://www.marronnage.info/fr/document.php?id=22015,en,[],['named MILLY'],['milly'],[],[],[],['forehead'],['five  high'],"[5, 0]",[],[],[],[],"['wench', 'wench']",[],[],[],"[1, 1]",[60],['twenty pounds'],[2440],[20]
2550,Jamaïque,The Saint Jago Gazette,1810-09-08,"Clarendon, August 11, 1810.
ON the 8th instant, a Boy came from Kingston to Industry
Hall, in the parish of Clarendon; says his name is FRANK,
of the Chamba country, five feet ten inches high, and that his
master’s name is Smith, who is dead, and is from the Bay of
Honduras. Whoever proves him to be their property, may have
him, by paying all expences.
JOHN ASHLEY.",https://www.marronnage.info/fr/document.php?id=22016,en,['Chamba'],[],[],[],['chamba'],[],[],['five  ten'],"[5, 10]",[],[],[],['Boy'],[],[],[],[1],[],[70],[],[],[]
2551,Jamaïque,The Saint Jago Gazette,1810-09-08,"Ballard’s Valley, St. Mary, Sept. 10, 1810.
RANAWAY from this property on the 23d May last, JAMES, a
creole; by trade a carpenter; very black, stout made, about five
feet eight or ten inches high, has the mark of a sore on the ancle
of his right leg, and generally keeps it covered with a peace
of leather, had a sore on the small finger of his right hand. A
Reward of ONE DOUBLOON will be paid for apprehending him and lodging him in any workhouse, or delivering him to
the overseer on the property. And a further reward of TWENTY
POUNDS for the conviction of the person or persons who
may have harboured him.
JOHN CRUICKSHANK.",https://www.marronnage.info/fr/document.php?id=22017,en,[],[],[],[],[],[],['hand'],[],[],[],[],[],[],[],[],[],[],[],[],['one doubloon'],[191],[1]
2552,Jamaïque,The Saint Jago Gazette,1810-09-08,"Kingston, Sept. 15, 1810.
RANAWAY, on the 2d instant, from Friendship pen, in Liguanea,
two Negro Men, named MERCURY and CHARLES:
Mercury about five feet eight inches in height, jet black, and
well looked, corpulent and stout, and with country marks on
his forehead. Charles, of a sambo colour, about the same heighth
[sic], remarkable for stuttering in his speech, and well
known about Halfway-Tree, as having belonged to Mrs. Johnson
there. Both having wantonly gone off with all their clothes,
and it being stronglu suspected they get employment in
some part of the country, Six Doubloons reward will be paid
to any person proving to conviction by whom they are hired or
harboured; and Half-a-Joe will be given for sending either to
the subscriber, or to any gaol or workhouse in the island.
JAMES HOWIE.",https://www.marronnage.info/fr/document.php?id=22018,en,[],['named MERCURY'],['mercury'],[],[],[],['forehead'],['five  eight'],"[5, 8]",[],[],[],[],[],[],['two Negro Men'],[2],[],[68],['six doubloons'],[1146],[6]
2553,Jamaïque,The Saint Jago Gazette,1810-09-22,"Spanish-Town, Sept. 29, 1810.
RANAWAY, from the subscriber, a negro man, named
WASHINGTON, formerly the property of the late Mr. Soares.
A reward of Five Dollars will be paid to any person lodging
him in a workhouse or gaol; and Five Pounds for proving to
conviction by whom harboured.
DAVID FINLAYSON.",https://www.marronnage.info/fr/document.php?id=22019,en,[],[],[],[],[],[],[],[],[],[],[],[],['man'],[],[],[],[1],[],[],"['five dollars', 'five pounds']","[122, 610]","[5, 5]"
2554,Jamaïque,The Saint Jago Gazette,1810-09-29,"Mount Helicon, Clarendon,
October 1, 1810.
RANAWAY, from the subscriber, since December last, a creole
negro named CHARLES, a cooper and bricklayer by trade,
formerly belonged to the late Philip O’Connell, of St. Thomas
in the Vale, and is supposed to be harboured in the Walks. A
reward of Two Pistoles will be given to any person who cam
give any information respecting the said negro, so as he may
be recovered; and a further reward of Two Doubloons on proving
by whom he may be harboured.
ALEX. TURNBULL.",https://www.marronnage.info/fr/document.php?id=22020,en,['creole'],['named CHARLES'],['charles'],[],['creole'],['cooper'],[],[],[],[],[],[],[],[],[],[],[],[],[],['two doubloons'],[382],[2]
2555,Jamaïque,The Saint Jago Gazette,1810-09-29,"Spanish-Town, October 6, 1810.
WHEREAS a negro man named GEORGE, my property, has
been missing for some days past, and, from the conduct of one of the Hebrew nation of this town, I have reason to suppose
that the said negro has been inveigled away, and forcibly
detained by him, at some mountain in the neighbourhood, in
possession of his associates. A reward of Four Doubloons will
be paid to any one proving to conviction the offender. And as
I am determined to prosecute any person so offending, this is
to caution all persons from receiving the said slaves into his or
their possession.
MARY HALHEAD.
The above person alluded to, endeavoured a few evenings ago,
to inveigle away another of my slaves.",https://www.marronnage.info/fr/document.php?id=22021,en,['Hebrew'],['named GEORGE'],['george'],[],['hebrew'],[],[],[],[],[],[],[],['man'],[],[],[],[1],[],[],['four doubloons'],[764],[4]
2556,Jamaïque,The Saint Jago Gazette,1810-10-06,"Spanish-Town Workhouse,
Oct. 12, 1810.
ESCAPED, this morning, from the driver, while working at
the Governor’s pen, a negro woman named MARY, a Mungola
belonging to Mr. Matthew Coleman, near Long-Bay, marked
C, heart on top, left shoulder, 5 feet 2 inches. A Pistole reward
will be paid for apprehending and lodging her in this workhouse.
JAMES BOOTH, sup.",https://www.marronnage.info/fr/document.php?id=22022,en,['Mungola'],['named MARY'],['mary'],[],['mungola'],[],[],['5  2'],"[5, 2]",[],[],[],[],['woman'],[],[],[],[1],[62],[],[],[]
2557,Jamaïque,The Saint Jago Gazette,1810-10-06,"Windsor Forest estate, St. David,
Oct. 10, 1810.
TWO DOUBLOONS REWARD.
RANAWAY, from the subscriber, in November last, an Eboe
negro, named HARRY, about five feet 7 ½ inches high, of a
yellow complexion, no brand-mark, has his country marks
on his forehead and temples, he is well known in St. Thomas
in the Vale, having been hired for some time to Mr. Thomas
Hardy, a carpenter, in that parish. It is strongly suspected he
is harboured about Guy’s Hill, having been seen there several
times by people who know him well. The above reward will
be given to any person lodging him in any gaol or workhouse
in this island.
GEORGE PARKER.
If the aove negro will return home within one month from this
date, he will be forgiven.
G. P.",https://www.marronnage.info/fr/document.php?id=22023,en,['Eboe'],['named HARRY'],['harry'],[],['eboe'],['carpenter'],['forehead'],['five  7'],"[5, 7]",[],[],[],[],[],[],[],[],[],[67],['two doubloons'],[382],[2]
2558,Jamaïque,The Saint Jago Gazette,1810-10-06,"Clarendon, October 1, 1810.
RANAWAY, from Mocho plantation, in this parish, the following
Negroes: - HARRY, in February, 1809 – DICK, in February,
1810 – and WILLIAM and ATTA, in March last: they
are all marked WR right shoulder. Harry is a Coromantee, but
may pass for a creole, as he calls himself free; he is a cooper by trade, about 5 feet high, and stout made: he is supposed to
be harboured in the vicinity of Mr. John Howlett’s mountain,
in St. Ann’s, having lately been seen passing from thence to
Trouthall estate, in this parish. Dick and William are Eboes,
and about 5 feet ½ inches high; the former stout made, and
the latter rather elderly. Atta is a creole, and about 5 feet high.
A Half-Joe reward will be paid for apprehending each of the
above negroes, and lodging them in any gaol or workhouse in
this island, or delivering them to the subscriber.
HUGH REID.",https://www.marronnage.info/fr/document.php?id=22024,en,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2559,Jamaïque,The Saint Jago Gazette,1810-10-20,"Kingston, October 24, 1810.
ABSENTED herself from Whitfield pen, St. Andrew’s, the residence
of Robert Hunter, esquire, on Sunday last, supposed to
be inveigled away, a small Angola woman, about 20 years of
age, named SALLY, pitted with the small pox, and supposed to
be marked RS on her right shoulder; she has been lately sick,
and blistered on the back, of which the marks may yet remain;
she was formerly in possession of Mr. John Thomson, of Clifton-
Hill, St. George’s. This is therefore to caution all persons
from employing or harbouring her, as the law will be strictly
enforced against those so offending.
HENRY, WEST, & CO.",https://www.marronnage.info/fr/document.php?id=22025,en,['Angola'],['named SALLY'],['sally'],[],['angola'],[],[],[],[],['20 '],[20],[],[],['woman'],[],[],[],[1],[],[],[],[]
2560,Jamaïque,The Saint Jago Gazette,1810-10-20,"Spanish-Town, Oct. 26, 1810.
RANAWAY, from the subscriber, a creole negro woman, named
JOAN, of a yellowish complexion, very stout, about five
feet high, marked on both shoulders EM; she is supposed to be
harboured on Cherry or Spring Garden by her husband, and has
been seen going from thence to the King’s land in St. Johns. A
reward of ONE DOUBLOON will be paid to any person bringing
the said negro to the subscriber, and a further reward of
TWO DOUBLOONS on proving by whom she is harboured.
ESTHER MENDES.",https://www.marronnage.info/fr/document.php?id=22026,en,['creole'],[],[],[],['creole'],[],[],[],[],[],[],[],[],['woman'],[],[],[],[1],[],"['one doubloon', 'two doubloons']","[191, 382]","[1, 2]"
2561,Jamaïque,The Saint Jago Gazette,1810-10-20,"Spanish-Town, October 27, 1810.
RANAWAY, from the subscriber, a negro woman, named
PATTY, but calls herself PATTY JACKSON, well known in
St. Thomas in the Vale, and is supposed to be harboured in
said parish. Any person lodging the above slave in any gaol
or workhouse, shall receive a Pistole reward; and a Doubloon
reward upon proving by whom harboured.
G. W. H. STANBURY.",https://www.marronnage.info/fr/document.php?id=22027,en,[],[],[],[],[],[],[],[],[],[],[],[],[],['woman'],[],[],[],[1],[],['one doubloon'],[191],[1]
2562,Jamaïque,The Saint Jago Gazette,1810-10-20,"Spanish-Town Workhouse,
Oct. 25, 1810.
ESCAPED, this day, while working at the Governor’s pen, two
Negro Men, chained together; one named EDWARD, a Mundingo,
marked on the right shoulder not visible, very black,
and stout made, had on a very strong iron collar, besides the
one he was chained with; he belongs to Dunkley’s Dry-Riover,
Clarendon. – The other, named THOMAS LINDSAY, a
creole, 5 feet 8 inches, yellow complexion, very stout made,
belonging to Ashley-Hall estate, Vere, sent in for punishment,
by Donald McLean, esq. A pistole reward, for each, will be
paid for apprehending the above negroes, and lodging them in
this workhouse.
JAMES BOOTH, sup.",https://www.marronnage.info/fr/document.php?id=22028,en,['Mundingo'],"['named EDWARD', 'named THOMAS LINDSAY']","['edward', 'thomas lindsay']",[],['mundingo'],[],[],['5  8'],"[5, 8]",[],[],[],[],[],[],['Men'],[2],[],[68],[],[],[]
2563,Jamaïque,The Saint Jago Gazette,1810-10-27,"Trelawny Workhouse, Oct. 30, 1810.
TWO PISTOLES REWARD.
ABSCONDED, from the driver, on Saturday the 27th instant,
two negro men, chained together, one named CURRIE, belonging
to Peterville estate, Westmorland; the other, RODNEY, to
the Spring estate, in this parish; as they were sent in for correction,
no particular attention was paid to their country or marks;
they are both stout black fellows, rather above the middle size.
A pistole reward for each, will be paid for lodging them in any
gaol or workhouse.
JAMES HUNTER, sup.",https://www.marronnage.info/fr/document.php?id=22029,en,[],['named CURRIE'],['currie'],[],[],[],[],[],[],[],[],[],[],[],[],['two negro men'],[2],[],[],[],[],[]
2564,Jamaïque,The Saint Jago Gazette,1810-10-27,"Kingston, November 2, 1810.
RANAWAY, from the subscriber, last night, a negro man, named
LUBECK, a creole, about 5 feet 8 inches high, slender
make, is very artful, and may attempt to pass as free; has two
sores upon his right foot, supposed to be harboured about the
lower end of Matthew’s lane. Whoever will bring him to the
subscriber, or lodge him in any workhouse, shall receive a pistole;
and a further reward of Twenty Pounds will be paid on
proving to conviction by whom harboured.
JAMES CARRS, Harbour-street.",https://www.marronnage.info/fr/document.php?id=22030,en,['creole'],[],[],[],['creole'],[],[],['5  8'],"[5, 8]",[],[],[],['man'],[],[],[],[1],[],[68],['twenty pounds'],[2440],[20]
2565,Jamaïque,The Saint Jago Gazette,1810-11-03,"Old-Harbour, November 5, 1810.
RANAWAY, from the subscriber, about a month ago, the following
negro men: - QUASHIE, a Coromantee, about 5 feet 9
inches high, coal black, stammers very much, no mark, GIFT,
a Nago, about 5 feet 3 inches, of a yellow complexion, marked
on the right or left breast MC; lost his front teeth. The above negroes are well known about Old-Harbour, Salt-River, and
Kingston, as fishermen, and are accustomed to workon board
of ships at the above places. – Masters of ships are cautioned
against employing the above runaways, as the law will
be strictly enforced against them. A reward of One Pistole for
each, is offered to any person that will bring them to the subscriber,
or lodge them in the workhouse; and a further reward
of Five Pounds will be paid to any person proving by whom
harboured.
MARY CRADOCK.",https://www.marronnage.info/fr/document.php?id=22031,en,['Coromantee'],[],[],[],['coromantee'],[],['breast'],"['5  9', '5  3']","[5, 9, 5, 3]",[],[],[],[],[],[],['men'],[2],[],"[69, 63]",['five pounds'],[610],[5]
2566,Jamaïque,The Saint Jago Gazette,1810-11-10,"Spanish-Town, Nov. 17, 1810.
NOTICE.
WHEREAS the followimg negroes, named COLIN, CUDJOE,
EDMUND, alias CHARLES CROSS, HAMPSHIRE,
JACK, KENSINGTON, PORTSMOUTH, RICHMOND,
SAMPSON, and SIMON, who were formerly employed in the
fishing business at Passage Fort, have at sundry times absconded
from their present occupation; and, as there is great reason
to believe they have been induced by free people residing at
Passage Fort, and about Hunt’s Bay, so to abscond, a reward of
TEN POUNDS will be paid to any person informing, and on
conviction, of the peson or persons who shall, after this notice,
be found harbouring them, or any of them.
J. WINTLE.",https://www.marronnage.info/fr/document.php?id=22032,en,[],"['named COLIN, CUDJOE', 'alias CHARLES']","['colin', 'cudjoe']",['charles'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['ten pounds'],[1220],[10]
2567,Jamaïque,The Saint Jago Gazette,1810-11-10,"Old Harbour, Nov. 15, 1810.
ABSCONDED, from the subscriber, the undermentioned SLAVES:
-
RACHAEL HARRIOT, a quadroon woman, with her son, named
JOHN POOL.
A negro woman, named AMELIA, a Mungola.
A negro woman, named MARY, a Coromantee.
A negro man, named GOODLUCK, a Moco.
Rachael Harriot, and her son John Pool, absconded from the
Alley, Vere, in 1807; her som is now about nine years old: It
is strongly suspected that they are harboured at Mr. Harvey’s
mountain, in the parish of St. Elizabeth (bordering on Thomas
Frith, Esq. Mile Gully), by her sister. – ONE HUNDRED
DOLLARS REWARD will be paid for the apprehension of
the two, on deliveru to the subscriber, or lodging them in any
gaol or workhouse in this island, and notice given thereof; a
further reward of FIFTY POUNDS will be paid, on proving to
conviction by whom harboured. The negro girl Amelia is marked
on one of her shoulders MS, and supposed to be harboured
by a negro man, named Philip, her husband, on Rodon’s Pen,
near Old Harbour.- A DOUBLOON will be paid for her apprehension, and notice given to the subscriber; and a further
reward of TWO DOUBLOONS, if proved to conviction by
whom harboured. The other two, named Goodluck and Mary,
absconded from Frances Seat plantation, in the parish of St.
John; they are both marked MS upon the shoulders. – A reward
of a PISTOLE each will be paid for their apprehension, by
lodging them in safe custody, and due notice given; and TWO
PISTOLES if proved to conviction by whopm harboured.
M. SAMUELS.
N. B. – If either of the above slaves returns home in the space
of one month, from this date, they will be forgiven, and no
questions asked. – Mary is suppised to be harboured at Content
Pen, the property of Samuel Queueborough, Esq. by a watchman.
Goodluck is supposed to be harboured by some free
person about the Red Hills.",https://www.marronnage.info/fr/document.php?id=22033,en,"['Mungola', 'Coromantee', 'Moco']","['named AMELIA', 'named MARY', 'named GOODLUCK', 'named Philip', 'named Goodluck']","['amelia', 'mary', 'goodluck', 'philip', 'goodluck']",[],"['mungola', 'coromantee', 'moco']",[],[],[],[],['nine '],[9],[],"['man', 'man']","['woman', 'woman', 'woman', 'girl']",[],[],"[1, 1]","[1, 1, 1, 1]",[],"['fifty pounds', 'one doubloon', 'two doubloons']","[6100, 191, 382]","[50, 1, 2]"
2568,Jamaïque,The Saint Jago Gazette,1810-11-17,"Westmorland Workhouse, Nov. 16, 1810.
ESCAPED from the driver, while at work in the New Burning
Ground, YORK, an Eboe, belonging to King’s Valley estate,
Westmorland, committed to punishment by the overseer og the
above property; - has been brand-marked on the right breast,
of a yellow complexion, and stout made, 5 feet 5 inches. Also
HANNIBAL, a creole, to Esher estate, Hanover, likewise
committed to punishment, of a black complexion, stout made,
5 feet 4 or 5 inches. They were chained together. A Pistole
reward will be paid for the apprehension of each, and lodging
them in this workhouse.
JACOB PESOA, sup.",https://www.marronnage.info/fr/document.php?id=22034,en,"['Eboe', 'creole']",[],[],[],"['eboe', 'creole']",[],['breast'],"['5  5', '5  4']","[5, 5, 5, 4]",[],[],[],[],[],[],[],[],[],"[65, 64]",[],[],[]
2569,Jamaïque,The Saint Jago Gazette,1810-11-24,"Kingston, November 29, 1810.
RANAWAY, from the subscriber, in the month of July last, a
cooper negro, named SALISBURY, a Mundingo, about 5 feet
8 inches high, marked on one of his shoulders IS, has a defect
in one of his eyes. It is suspected he is harboured in St. John’s,
or St. Thomas in the Vale mountains.
Also absconded, on the 18th inst. WILLIAM, a Papa negro, a
very artful fellow, about 5 feet 9 inches high, marked on the
right breast PIO, and on both shoulders RMO, and has other
marks not legible; he formerly belonged to Mr. Mathison, Old-
Harbour. Nine Dollars reward will be given to any person lodging
either of the above negroes in any workhouse or gaol,
or delivering them to the subscriber; and Twenty Pistoles on
proving to conviction by whom harboured, if a white person,
and Ten Pounds if by a free black pr person of colour.
DANIEL GULLY.",https://www.marronnage.info/fr/document.php?id=22035,en,"['Mundingo', 'Papa']",['named SALISBURY'],['salisbury'],[],"['mundingo', 'papa']",[],"['eyes', 'breast']",['5  9'],"[5, 9]",[],[],[],[],[],[],[],[],[],[69],"['nine dollars', 'ten pounds']","[220, 1220]","[9, 10]"
2570,Jamaïque,The Saint Jago Gazette,1810-12-01,"Vere, December 3, 1810.
FOUR DOUBLOONS REWARD.
RANAWAY, since the 12th of August, a young creole man,
named RODNEY, marked B, very large, on his right shoulder,
about 5 feet 6 ½ inches high, of a jetting skin, wanting one or
two of his fore teeth: the said negro belonged to Thomas Biggs,
deceased, of Carpenter’s Mountains, and sold at a marshal’s
sale, for debts –it is supposed he is harboured on some of the
settlements in Carpenter’s Mountains. A reward of Ten Pounds
will be given to any person or persons apprehending the said
slave, and lodging him in any workhouse or gaol in the island.
– The above reward, of Four Doubloons, to be given to any
person or persons who will prove to conviction by whom he is
harboured, on application to the subscriber.
JAMES YEATS.",https://www.marronnage.info/fr/document.php?id=22036,en,[],['named RODNEY'],['rodney'],[],[],[],[],['5  6'],"[5, 6]",[],[],[],['man'],[],[],[],[1],[],[66],"['four doubloons', 'ten pounds', 'four doubloons']","[764, 1220, 764]","[4, 10, 4]"
2571,Jamaïque,The Saint Jago Gazette,1810-12-15,"Spanish-Town, Dec. 20, 1810.
RANAWAY, on Saturday, the 15th instant, a creole negro man
slave, named LUBIN, slim made, about 5 feet 10 inches high,
speaks good English, and is a very plausible fellow. A reward
of a Doubloon will be paid to whoever shall lodge him in any
gaol or workhouse in this island.
A. DOLMAGE.",https://www.marronnage.info/fr/document.php?id=22037,en,['creole'],['named LUBIN'],['lubin'],[],['creole'],[],[],['5  10'],"[5, 10]",[],[],[],['man'],[],[],[],[1],[],[70],['one doubloon'],[191],[1]
2572,Jamaïque,The Royal Gazette,1810-12-29,"December 14, 1810.
ABSCONDED from Mount Sinai Plantation, in St.Andrew, the
following Negroes: ADAM, about five feet high, and speaks
French very fluently: TOM, about four feet seven inches high,
marked TW on his left cheek: GINGER, about five feet three
inches high: she is supposed to be harboured by a free black
woman named Nancy Brown. One Pistole reward will be paid
for the apprehension of each of the above Slaves, on delivering
either of them at the above property, or to Joseph Aguilar,
jun. Esq. Kingston, and Ten Pounds if proved to conviction by
whom either of them is harboured.",https://www.marronnage.info/fr/document.php?id=22038,en,[],['named Nancy Brown'],['nancy brown'],[],[],[],[],"['five  high', 'four  seven', 'five  three']","[5, 0, 4, 7, 5, 3]",[],[],[],[],['woman'],[],[],[],[1],"[60, 55, 63]",['ten pounds'],[1220],[10]
2573,Jamaïque,The Royal Gazette,1810-12-29,"Hatfield, St. Elizabeth, Oct. 20, 1810.
RANAWAY about the 26th of last March, a Negro Man, of the
Congo country, by trade a Carpenter, named JACK, about four
feet ten inches high, marked LP on his right shoulder, he is of
a down-cast look, and is well known in May-Day Mountain.
A Half-a-Joe will be given to any person fo securing him in
any Gaol or Workhouse, or delivering him to the Subscriber,
as above
LEVI PATMORE.",https://www.marronnage.info/fr/document.php?id=22039,en,['Congo'],['named JACK'],['jack'],[],['congo'],[],[],[],[],[],[],[],['Man'],[],[],[],[1],[],[],[],[],[]
2574,Jamaïque,The Royal Gazette,1811-01-05,"Kingston, Aug. 10, 1810.
RANAWAY from Shrewsbury estate, in Portland, a stout short
Negro Woman, named BETTY, a Mundingo, country marks on
both cheeks, has lost one of her upper front teeth, and is about
40 years of age. She formerly belonged to Mr. Smith, Bunker’s
Hill, St. Thomas in the Vale; has been runaway about six
months, and is supposed to be employed as a higgler between
Spanish-Town and Port Maria Bay.
A Doubloon reward will be paid for lodging her in any
workhouse, on application to to the subscribers
HILBERT, TAYLORS, & MARKLAND.",https://www.marronnage.info/fr/document.php?id=22040,en,['Mundingo'],['named BETTY'],['betty'],[],['mundingo'],[],[],[],[],['40 '],[40],[],[],['Woman'],[],[],[],[1],[],['one doubloon'],[180],[1]
2575,Jamaïque,The Royal Gazette,1811-01-05,"Dunsinane, Jan. 11, 1811.
EIGHT DOLLARS REWARD.
RANAWAY from Birnam-Wood, St. George, early in October
last, a Negro Man, named JACKEY, of the Mungola Country,
about five feet eight inches high, and marked on the right
shoulder with the letters DR, having been purchased about
three years since from Mr. David Ross, of the parish of St.
Andrew, planter. The above reward will be paid to any person
who will deliver him to the Overseer at Birnam-Wood, or at
his Majesty’s Printing-Office.
ALEX. AIKMAN.",https://www.marronnage.info/fr/document.php?id=22041,en,['Mungola'],['named JACKEY'],['jackey'],[],['mungola'],[],[],['five  eight'],"[5, 8]",['three '],[3],[],['Man'],[],[],[],[1],[],[68],['eight dollars'],[183],[8]
2576,Jamaïque,The Royal Gazette,1811-01-19,"Kingston, Jan. 25, 1811.
RANAWAY, about four months ago, a Negro Woman, named
SUSANNA, of the Eboe Country. About three weeks ago she
clandestinely took away her Child, about ten years old, named
MARGARET, from her Mistress’s House. Whoever will lodge
her in any Workhouse, or bring her to the Subscriber, in Hanover-
Street, shall be suitably rewarded, and a further reward on
conviction by whom harboured.
ELIZA LALANNE.",https://www.marronnage.info/fr/document.php?id=22042,en,['Eboe'],[],[],[],['eboe'],[],[],[],[],['ten '],[10],[],[],['Woman'],[],[],[],[1],[],[],[],[]
2577,Jamaïque,The Royal Gazette,1811-01-26,"Kingston, Feb. 1, 1811.
TWENTY POUNDS REWARD.
RANAWAY from the Subscriber, about three months ago, a
Negro Man, named JOHN, alias JOHN PEARSEY, a native of
this island, stout made, and about 35 years of age. He formerly
belonged to Mr. Garvey, of St. Ann’s, and his relations reside
at Brunswick Pen, where it is supposed he is harboured. The
above Reward will be paid to any Person proving to conviction
by whom he is harboured or employed, and a further Reward of one Doubloon for apprehending and lodging him in any
Gaol or Workhouse in this island.
E. LEVY.",https://www.marronnage.info/fr/document.php?id=22043,en,[],"['named JOHN', 'alias JOHN']",['john'],['john'],[],[],[],[],[],['35 '],[35],[],['Man'],[],[],[],[1],[],[],"['twenty pounds', 'one doubloon']","[2520, 180]","[20, 1]"
2578,Jamaïque,The Royal Gazette,1811-01-26,"Kingston, Jan. 31, 1811.
ONE DOUBLOON REWARD.
ABSCONDED from the Subscriber, about five months since,
a Creole Quadroon Boy, named JOHN, but calls himself
JOHN CAMPBELL, speaks the French and Spanish Languages
fluently. He is very artful and passes himself as free; and
has sailed from different ports in the Spanish trade. The above
Reward will be given for his apprehension.
J. V. DENHAM.",https://www.marronnage.info/fr/document.php?id=22044,en,[],['named JOHN'],['john'],[],[],[],[],[],[],[],[],[],['Boy'],[],[],[],[1],[],[],['one doubloon'],[180],[1]
